#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 908: Alpine Meadows, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qc flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qa flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Density           Value       None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qc flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qa flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Alpine Meadows (908) 
# Washington  SNOTEL Site - 3500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 19, 2022 10:09:41 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values
2001-08-30,0.0,E,,,,
2001-08-31,0.0,E,,,,
2001-09-01,0.0,E,,,,
2001-09-02,0.0,E,,,,
2001-09-03,0.0,V,,,,
2001-09-04,0.0,V,,,,
2001-09-05,0.0,E,,,,
2001-09-06,0.0,E,,,,
2001-09-07,0.0,V,,,,
2001-09-08,0.0,V,,,,
2001-09-09,0.0,V,,,,
2001-09-10,0.0,V,,,,
2001-09-11,0.0,V,,,,
2001-09-12,0.0,V,,,,
2001-09-13,0.0,V,,,,
2001-09-14,0.0,V,,,,
2001-09-15,0.0,V,,,,
2001-09-16,0.0,E,,,,
2001-09-17,0.0,E,,,,
2001-09-18,0.0,E,,,,
2001-09-19,0.0,E,,,,
2001-09-20,0.0,E,,,,
2001-09-21,0.0,E,,,,
2001-09-22,0.0,E,,,,
2001-09-23,0.0,E,,,,
2001-09-24,0.0,E,,,,
2001-09-25,0.0,E,,,,
2001-09-26,0.0,V,,,,
2001-09-27,0.0,E,,,,
2001-09-28,0.0,E,,,,
2001-09-29,0.0,E,,,,
2001-09-30,0.0,V,,,,
2001-10-01,0.0,V,,,,
2001-10-02,0.0,E,,,,
2001-10-03,0.0,E,,,,
2001-10-04,0.0,V,,,,
2001-10-05,0.0,E,,,,
2001-10-06,0.0,V,,,,
2001-10-07,0.0,E,,,,
2001-10-08,0.0,V,,,,
2001-10-09,0.0,E,,,,
2001-10-10,0.0,E,,,,
2001-10-11,0.0,V,,,,
2001-10-12,0.0,V,,,,
2001-10-13,0.0,E,,,,
2001-10-14,0.0,V,,,,
2001-10-15,0.0,V,,,,
2001-10-16,0.0,E,,,,
2001-10-17,0.0,E,,,,
2001-10-18,0.0,E,,,,
2001-10-19,0.1,V,,,,
2001-10-20,0.0,V,,,,
2001-10-21,0.1,V,,,,
2001-10-22,0.2,V,,,,
2001-10-23,0.1,V,,,,
2001-10-24,0.2,V,,,,
2001-10-25,2.6,V,,,,
2001-10-26,2.3,V,,,,
2001-10-27,1.9,V,,,,
2001-10-28,2.1,V,,,,
2001-10-29,2.0,V,,,,
2001-10-30,2.0,V,,,,
2001-10-31,1.4,V,,,,
2001-11-01,0.9,V,,,,
2001-11-02,0.4,V,,,,
2001-11-03,0.0,E,,,,
2001-11-04,0.0,E,,,,
2001-11-05,0.0,E,,,,
2001-11-06,0.0,V,,,,
2001-11-07,0.0,E,,,,
2001-11-08,0.0,V,,,,
2001-11-09,0.0,E,,,,
2001-11-10,0.0,E,,,,
2001-11-11,0.0,E,,,,
2001-11-12,0.0,E,,,,
2001-11-13,0.0,E,,,,
2001-11-14,0.1,V,,,,
2001-11-15,0.1,V,,,,
2001-11-16,0.1,V,,,,
2001-11-17,0.0,V,,,,
2001-11-18,0.0,E,,,,
2001-11-19,0.1,V,,,,
2001-11-20,0.1,V,,,,
2001-11-21,0.1,V,,,,
2001-11-22,0.1,V,,,,
2001-11-23,1.4,V,,,,
2001-11-24,2.9,V,,,,
2001-11-25,2.9,V,,,,
2001-11-26,3.8,V,,,,
2001-11-27,4.5,V,,,,
2001-11-28,5.4,V,,,,
2001-11-29,6.8,V,,,,
2001-11-30,10.3,V,,,,
2001-12-01,11.7,V,,,,
2001-12-02,13.3,V,,,,
2001-12-03,13.7,V,,,,
2001-12-04,14.4,V,,,,
2001-12-05,15.7,V,,,,
2001-12-06,17.1,V,,,,
2001-12-07,18.7,V,,,,
2001-12-08,18.8,V,,,,
2001-12-09,20.4,V,,,,
2001-12-10,20.6,V,,,,
2001-12-11,21.5,V,,,,
2001-12-12,21.8,V,,,,
2001-12-13,32.9,V,,,,
2001-12-14,28.9,V,,,,
2001-12-15,29.6,V,,,,
2001-12-16,31.4,V,,,,
2001-12-17,31.7,V,,,,
2001-12-18,30.3,V,,,,
2001-12-19,30.6,V,,,,
2001-12-20,30.5,V,,,,
2001-12-21,30.1,V,,,,
2001-12-22,29.7,V,,,,
2001-12-23,29.5,V,,,,
2001-12-24,29.2,V,,,,
2001-12-25,29.1,V,,,,
2001-12-26,28.9,V,,,,
2001-12-27,28.8,V,,,,
2001-12-28,28.7,V,,,,
2001-12-29,29.3,V,,,,
2001-12-30,28.9,V,,,,
2001-12-31,28.6,V,,,,
2002-01-01,28.9,V,,,,
2002-01-02,28.9,V,,,,
2002-01-03,28.5,V,,,,
2002-01-04,28.6,V,,,,
2002-01-05,28.6,V,,,,
2002-01-06,28.4,V,,,,
2002-01-07,26.9,V,,,,
2002-01-08,26.9,V,,,,
2002-01-09,26.3,V,,,,
2002-01-10,26.1,V,,,,
2002-01-11,25.9,V,,,,
2002-01-12,26.0,V,,,,
2002-01-13,27.8,V,,,,
2002-01-14,27.6,V,,,,
2002-01-15,27.5,V,,,,
2002-01-16,27.3,V,,,,
2002-01-17,27.3,V,,,,
2002-01-18,27.3,V,,,,
2002-01-19,28.4,V,,,,
2002-01-20,30.3,V,,,,
2002-01-21,31.2,V,,,,
2002-01-22,31.8,V,,,,
2002-01-23,33.4,V,,,,
2002-01-24,34.9,V,,,,
2002-01-25,40.5,V,,,,
2002-01-26,43.6,V,,,,
2002-01-27,43.4,V,,,,
2002-01-28,44.0,V,,,,
2002-01-29,43.8,V,,,,
2002-01-30,44.0,V,,,,
2002-01-31,45.9,V,,,,
2002-02-01,47.4,V,,,,
2002-02-02,47.7,V,,,,
2002-02-03,47.7,V,,,,
2002-02-04,48.0,V,,,,
2002-02-05,48.1,V,,,,
2002-02-06,48.6,V,,,,
2002-02-07,50.2,V,,,,
2002-02-08,51.1,V,,,,
2002-02-09,52.4,V,,,,
2002-02-10,52.6,V,,,,
2002-02-11,53.5,V,,,,
2002-02-12,53.8,V,,,,
2002-02-13,54.0,V,,,,
2002-02-14,53.9,V,,,,
2002-02-15,54.0,V,,,,
2002-02-16,54.0,V,,,,
2002-02-17,54.2,V,,,,
2002-02-18,55.1,V,,,,
2002-02-19,55.8,V,,,,
2002-02-20,57.4,V,,,,
2002-02-21,57.0,V,,,,
2002-02-22,57.6,V,,,,
2002-02-23,58.0,V,,,,
2002-02-24,57.7,V,,,,
2002-02-25,57.2,V,,,,
2002-02-26,57.0,V,,,,
2002-02-27,56.7,V,,,,
2002-02-28,56.8,V,,,,
2002-03-01,56.6,E,,,,
2002-03-02,56.6,E,,,,
2002-03-03,56.7,E,,,,
2002-03-04,56.8,E,,,,
2002-03-05,57.0,E,,,,
2002-03-06,57.8,E,,,,
2002-03-07,57.9,E,,,,
2002-03-08,58.6,E,,,,
2002-03-09,59.4,E,,,,
2002-03-10,59.9,E,,,,
2002-03-11,61.4,E,,,,
2002-03-12,65.8,E,,,,
2002-03-13,66.7,E,,,,
2002-03-14,67.2,E,,,,
2002-03-15,68.5,E,,,,
2002-03-16,69.8,E,,,,
2002-03-17,69.8,E,,,,
2002-03-18,69.6,E,,,,
2002-03-19,71.1,E,,,,
2002-03-20,73.8,E,,,,
2002-03-21,74.2,E,,,,
2002-03-22,74.3,E,,,,
2002-03-23,74.2,E,,,,
2002-03-24,74.0,E,,,,
2002-03-25,74.1,E,,,,
2002-03-26,75.3,E,,,,
2002-03-27,77.0,E,,,,
2002-03-28,78.4,E,,,,
2002-03-29,79.9,E,,,,
2002-03-30,80.1,E,,,,
2002-03-31,80.4,E,,,,
2002-04-01,81.0,E,,,,
2002-04-02,81.0,E,,,,
2002-04-03,80.7,E,,,,
2002-04-04,80.1,E,,,,
2002-04-05,80.2,E,,,,
2002-04-06,79.9,E,,,,
2002-04-07,80.4,E,,,,
2002-04-08,80.7,E,,,,
2002-04-09,80.0,E,,,,
2002-04-10,79.6,E,,,,
2002-04-11,79.1,E,,,,
2002-04-12,78.4,E,,,,
2002-04-13,77.1,E,,,,
2002-04-14,74.8,E,,,,
2002-04-15,73.7,E,,,,
2002-04-16,75.3,E,,,,
2002-04-17,76.0,E,,,,
2002-04-18,76.3,E,,,,
2002-04-19,76.6,E,,,,
2002-04-20,76.5,E,,,,
2002-04-21,76.4,E,,,,
2002-04-22,76.4,E,,,,
2002-04-23,77.1,E,,,,
2002-04-24,76.8,E,,,,
2002-04-25,76.5,E,,,,
2002-04-26,76.0,E,,,,
2002-04-27,76.0,E,,,,
2002-04-28,75.5,E,,,,
2002-04-29,75.3,E,,,,
2002-04-30,74.1,E,,,,
2002-05-01,72.3,E,,,,
2002-05-02,71.3,E,,,,
2002-05-03,70.8,E,,,,
2002-05-04,70.5,E,,,,
2002-05-05,71.2,E,,,,
2002-05-06,70.7,E,,,,
2002-05-07,70.2,E,,,,
2002-05-08,69.0,E,,,,
2002-05-09,68.0,E,,,,
2002-05-10,67.0,E,,,,
2002-05-11,66.0,E,,,,
2002-05-12,65.0,E,,,,
2002-05-13,64.0,E,,,,
2002-05-14,63.0,E,,,,
2002-05-15,61.5,E,,,,
2002-05-16,60.0,E,,,,
2002-05-17,58.5,E,,,,
2002-05-18,57.0,E,,,,
2002-05-19,55.5,E,,,,
2002-05-20,54.0,E,,,,
2002-05-21,53.0,E,,,,
2002-05-22,52.0,E,,,,
2002-05-23,50.5,E,,,,
2002-05-24,49.0,E,,,,
2002-05-25,47.5,E,,,,
2002-05-26,46.0,E,,,,
2002-05-27,44.5,E,,,,
2002-05-28,43.0,E,,,,
2002-05-29,41.5,E,,,,
2002-05-30,40.0,E,,,,
2002-05-31,38.5,E,,,,
2002-06-01,37.0,E,,,,
2002-06-02,35.5,E,,,,
2002-06-03,34.0,E,,,,
2002-06-04,32.5,E,,,,
2002-06-05,31.0,E,,,,
2002-06-06,29.5,E,,,,
2002-06-07,28.0,E,,,,
2002-06-08,26.5,E,,,,
2002-06-09,25.0,E,,,,
2002-06-10,23.5,E,,,,
2002-06-11,22.5,E,,,,
2002-06-12,21.0,E,,,,
2002-06-13,19.0,E,,,,
2002-06-14,17.0,E,,,,
2002-06-15,15.0,E,,,,
2002-06-16,13.0,E,,,,
2002-06-17,11.0,E,,,,
2002-06-18,9.0,E,,,,
2002-06-19,7.0,E,,,,
2002-06-20,5.0,E,,,,
2002-06-21,3.0,E,,,,
2002-06-22,0.0,E,,,,
2002-06-23,0.0,E,,,,
2002-06-24,0.0,E,,,,
2002-06-25,0.0,E,,,,
2002-06-26,0.0,E,,,,
2002-06-27,0.0,E,,,,
2002-06-28,0.0,E,,,,
2002-06-29,0.0,E,,,,
2002-06-30,0.0,E,,,,
2002-07-01,0.0,E,,,,
2002-07-02,0.0,E,,,,
2002-07-03,0.0,E,,,,
2002-07-04,0.0,E,,,,
2002-07-05,0.0,E,,,,
2002-07-06,0.0,E,,,,
2002-07-07,0.0,E,,,,
2002-07-08,0.0,E,,,,
2002-07-09,0.0,E,,,,
2002-07-10,0.0,E,,,,
2002-07-11,0.0,E,,,,
2002-07-12,0.0,E,,,,
2002-07-13,0.0,E,,,,
2002-07-14,0.0,E,,,,
2002-07-15,0.0,E,,,,
2002-07-16,0.0,E,,,,
2002-07-17,0.0,E,,,,
2002-07-18,0.0,E,,,,
2002-07-19,0.0,E,,,,
2002-07-20,0.0,E,,,,
2002-07-21,0.0,E,,,,
2002-07-22,0.0,E,,,,
2002-07-23,0.0,E,,,,
2002-07-24,0.0,E,,,,
2002-07-25,0.0,E,,,,
2002-07-26,0.0,E,,,,
2002-07-27,0.0,E,,,,
2002-07-28,0.0,E,,,,
2002-07-29,0.0,E,,,,
2002-07-30,0.0,E,,,,
2002-07-31,0.0,E,,,,
2002-08-01,0.0,E,,,,
2002-08-02,0.0,E,,,,
2002-08-03,0.0,E,,,,
2002-08-04,0.0,E,,,,
2002-08-05,0.0,E,,,,
2002-08-06,0.0,E,,,,
2002-08-07,0.0,E,,,,
2002-08-08,0.0,E,,,,
2002-08-09,0.0,E,,,,
2002-08-10,0.0,V,,,,
2002-08-11,0.0,E,,,,
2002-08-12,0.0,E,,,,
2002-08-13,0.0,V,,,,
2002-08-14,0.0,V,,,,
2002-08-15,0.0,E,,,,
2002-08-16,0.0,E,,,,
2002-08-17,0.0,E,,,,
2002-08-18,0.0,E,,,,
2002-08-19,0.0,E,,,,
2002-08-20,0.0,V,,,,
2002-08-21,0.0,V,,,,
2002-08-22,0.0,V,,,,
2002-08-23,0.0,E,,,,
2002-08-24,0.0,V,,,,
2002-08-25,0.0,E,,,,
2002-08-26,0.0,E,,,,
2002-08-27,0.0,E,,,,
2002-08-28,0.0,V,,,,
2002-08-29,0.0,V,,,,
2002-08-30,0.0,E,,,,
2002-08-31,0.0,E,,,,
2002-09-01,0.0,E,,,,
2002-09-02,0.0,E,,,,
2002-09-03,0.0,E,,,,
2002-09-04,0.0,E,,,,
2002-09-05,0.0,E,,,,
2002-09-06,0.0,E,,,,
2002-09-07,0.0,E,,,,
2002-09-08,0.0,E,,,,
2002-09-09,0.0,E,,,,
2002-09-10,0.0,E,,,,
2002-09-11,0.0,E,,,,
2002-09-12,0.0,E,,,,
2002-09-13,0.0,E,,,,
2002-09-14,0.0,E,,,,
2002-09-15,0.0,E,,,,
2002-09-16,0.0,E,,,,
2002-09-17,0.0,E,,,,
2002-09-18,0.0,E,,,,
2002-09-19,0.0,E,,,,
2002-09-20,0.0,E,,,,
2002-09-21,0.0,E,,,,
2002-09-22,0.0,E,,,,
2002-09-23,0.0,E,,,,
2002-09-24,0.0,E,,,,
2002-09-25,0.0,E,,,,
2002-09-26,0.0,E,,,,
2002-09-27,0.0,E,,,,
2002-09-28,0.0,E,,,,
2002-09-29,0.0,V,,,,
2002-09-30,0.0,E,,,,
2002-10-01,0.0,E,,,,
2002-10-02,0.0,E,,,,
2002-10-03,0.0,E,,,,
2002-10-04,0.0,E,,,,
2002-10-05,0.0,E,,,,
2002-10-06,0.0,E,,,,
2002-10-07,0.0,E,,,,
2002-10-08,0.0,E,,,,
2002-10-09,0.0,E,,,,
2002-10-10,0.0,E,,,,
2002-10-11,0.0,E,,,,
2002-10-12,0.0,E,,,,
2002-10-13,0.0,E,,,,
2002-10-14,0.0,E,,,,
2002-10-15,0.0,E,,,,
2002-10-16,0.0,E,,,,
2002-10-17,0.0,E,,,,
2002-10-18,0.0,E,,,,
2002-10-19,0.0,E,,,,
2002-10-20,0.0,V,,,,
2002-10-21,0.0,E,,,,
2002-10-22,0.0,E,,,,
2002-10-23,0.0,E,,,,
2002-10-24,0.0,E,,,,
2002-10-25,0.0,E,,,,
2002-10-26,0.0,E,,,,
2002-10-27,0.0,E,,,,
2002-10-28,0.0,E,,,,
2002-10-29,0.0,E,,,,
2002-10-30,0.0,E,,,,
2002-10-31,0.0,E,,,,
2002-11-01,0.0,E,,,,
2002-11-02,0.0,E,,,,
2002-11-03,0.0,E,,,,
2002-11-04,0.0,E,,,,
2002-11-05,0.0,E,,,,
2002-11-06,0.0,V,,,,
2002-11-07,0.1,V,,,,
2002-11-08,0.1,V,,,,
2002-11-09,0.0,V,,,,
2002-11-10,0.6,V,,,,
2002-11-11,0.6,V,,,,
2002-11-12,0.1,V,,,,
2002-11-13,0.0,V,,,,
2002-11-14,0.0,V,,,,
2002-11-15,0.0,E,,,,
2002-11-16,0.0,E,,,,
2002-11-17,0.0,V,,,,
2002-11-18,0.0,E,,,,
2002-11-19,0.1,V,,,,
2002-11-20,0.1,V,,,,
2002-11-21,0.1,V,,,,
2002-11-22,0.0,V,,,,
2002-11-23,0.0,E,,,,
2002-11-24,0.0,E,,,,
2002-11-25,0.0,E,,,,
2002-11-26,0.0,E,,,,
2002-11-27,0.0,V,,,,
2002-11-28,0.0,V,,,,
2002-11-29,0.0,V,,,,
2002-11-30,0.0,V,,,,
2002-12-01,0.0,V,,,,
2002-12-02,0.0,E,,,,
2002-12-03,0.0,E,,,,
2002-12-04,0.0,E,,,,
2002-12-05,0.0,E,,,,
2002-12-06,0.0,E,,,,
2002-12-07,0.0,E,,,,
2002-12-08,0.0,E,,,,
2002-12-09,0.0,E,,,,
2002-12-10,0.0,V,,,,
2002-12-11,0.8,V,,,,
2002-12-12,1.9,V,,,,
2002-12-13,2.3,V,,,,
2002-12-14,2.3,V,,,,
2002-12-15,1.9,V,,,,
2002-12-16,1.6,V,,,,
2002-12-17,2.4,V,,,,
2002-12-18,2.9,V,,,,
2002-12-19,3.7,V,,,,
2002-12-20,3.8,V,,,,
2002-12-21,3.8,V,,,,
2002-12-22,3.8,V,,,,
2002-12-23,3.7,V,,,,
2002-12-24,3.7,V,,,,
2002-12-25,4.4,V,,,,
2002-12-26,4.9,V,,,,
2002-12-27,5.4,V,,,,
2002-12-28,5.8,V,,,,
2002-12-29,6.0,V,,,,
2002-12-30,6.0,V,,,,
2002-12-31,7.5,V,,,,
2003-01-01,7.6,V,,,,
2003-01-02,8.7,V,,,,
2003-01-03,8.9,V,,,,
2003-01-04,8.3,V,,,,
2003-01-05,8.2,V,,,,
2003-01-06,7.9,V,,,,
2003-01-07,7.9,V,,,,
2003-01-08,7.9,V,,,,
2003-01-09,7.7,V,,,,
2003-01-10,7.7,V,,,,
2003-01-11,7.5,V,,,,
2003-01-12,7.7,V,,,,
2003-01-13,7.4,V,,,,
2003-01-14,7.4,V,,,,
2003-01-15,7.2,V,,,,
2003-01-16,7.3,V,,,,
2003-01-17,7.3,V,,,,
2003-01-18,7.3,V,,,,
2003-01-19,7.2,V,,,,
2003-01-20,7.2,V,,,,
2003-01-21,7.1,V,,,,
2003-01-22,7.0,V,,,,
2003-01-23,6.4,V,,,,
2003-01-24,6.1,V,,,,
2003-01-25,5.8,V,,,,
2003-01-26,5.4,V,,,,
2003-01-27,3.9,V,,,,
2003-01-28,4.2,V,,,,
2003-01-29,4.4,V,,,,
2003-01-30,4.5,V,,,,
2003-01-31,3.9,V,,,,
2003-02-01,3.1,V,,,,
2003-02-02,3.1,V,,,,
2003-02-03,3.8,V,,,,
2003-02-04,4.1,V,,,,
2003-02-05,4.1,V,,,,
2003-02-06,4.2,V,,,,
2003-02-07,4.1,V,,,,
2003-02-08,4.1,V,,,,
2003-02-09,3.9,V,,,,
2003-02-10,4.0,V,,,,
2003-02-11,3.8,V,,,,
2003-02-12,3.7,V,,,,
2003-02-13,3.7,V,,,,
2003-02-14,3.7,V,,,,
2003-02-15,3.9,V,,,,
2003-02-16,4.0,V,,,,
2003-02-17,6.6,V,,,,
2003-02-18,7.0,V,,,,
2003-02-19,7.5,V,,,,
2003-02-20,8.2,V,,,,
2003-02-21,9.9,V,,,,
2003-02-22,11.6,V,,,,
2003-02-23,12.0,V,,,,
2003-02-24,12.0,E,,,,
2003-02-25,12.0,E,,,,
2003-02-26,12.0,E,,,,
2003-02-27,12.0,V,,,,
2003-02-28,12.0,V,,,,
2003-03-01,12.1,V,,,,
2003-03-02,12.1,V,,,,
2003-03-03,12.6,V,,,,
2003-03-04,12.6,V,,,,
2003-03-05,12.9,V,,,,
2003-03-06,15.1,V,,,,
2003-03-07,15.8,V,,,,
2003-03-08,17.8,V,,,,
2003-03-09,18.4,V,,,,
2003-03-10,19.4,V,,,,
2003-03-11,19.0,V,,,,
2003-03-12,19.2,V,,,,
2003-03-13,19.0,V,,,,
2003-03-14,18.3,V,,,,
2003-03-15,18.0,V,,,,
2003-03-16,17.7,V,,,,
2003-03-17,17.9,V,,,,
2003-03-18,18.0,V,,,,
2003-03-19,18.3,V,,,,
2003-03-20,18.4,V,,,,
2003-03-21,19.0,V,,,,
2003-03-22,20.2,V,,,,
2003-03-23,19.6,V,,,,
2003-03-24,20.7,V,,,,
2003-03-25,20.8,V,,,,
2003-03-26,21.2,V,,,,
2003-03-27,22.6,V,,,,
2003-03-28,23.5,V,,,,
2003-03-29,23.5,V,,,,
2003-03-30,23.4,V,,,,
2003-03-31,23.7,V,,,,
2003-04-01,23.0,V,,,,
2003-04-02,23.2,V,,,,
2003-04-03,23.4,V,,,,
2003-04-04,25.1,V,,,,
2003-04-05,25.3,V,,,,
2003-04-06,26.8,V,,,,
2003-04-07,27.1,V,,,,
2003-04-08,28.1,V,,,,
2003-04-09,27.8,V,,,,
2003-04-10,27.8,V,,,,
2003-04-11,27.7,V,,,,
2003-04-12,27.3,V,,,,
2003-04-13,27.0,V,,,,
2003-04-14,27.4,V,,,,
2003-04-15,27.2,V,,,,
2003-04-16,27.5,V,,,,
2003-04-17,27.8,V,,,,
2003-04-18,28.6,V,,,,
2003-04-19,28.6,V,,,,
2003-04-20,28.4,V,,,,
2003-04-21,28.4,V,,,,
2003-04-22,28.0,V,,,,
2003-04-23,27.7,V,,,,
2003-04-24,27.7,V,,,,
2003-04-25,28.5,V,,,,
2003-04-26,28.1,V,,,,
2003-04-27,28.0,V,,,,
2003-04-28,28.0,V,,,,
2003-04-29,27.4,V,,,,
2003-04-30,26.9,V,,,,
2003-05-01,26.4,V,,,,
2003-05-02,26.2,V,,,,
2003-05-03,25.8,V,,,,
2003-05-04,25.6,V,,,,
2003-05-05,26.6,V,,,,
2003-05-06,26.5,V,,,,
2003-05-07,26.4,V,,,,
2003-05-08,26.3,V,,,,
2003-05-09,26.1,V,,,,
2003-05-10,25.9,V,,,,
2003-05-11,25.7,V,,,,
2003-05-12,25.3,V,,,,
2003-05-13,24.8,V,,,,
2003-05-14,24.1,V,,,,
2003-05-15,23.7,V,,,,
2003-05-16,23.8,V,,,,
2003-05-17,24.5,V,,,,
2003-05-18,24.8,E,,,,
2003-05-19,24.8,V,,,,
2003-05-20,24.8,V,,,,
2003-05-21,25.0,V,,,,
2003-05-22,24.3,V,,,,
2003-05-23,23.5,V,,,,
2003-05-24,22.3,V,,,,
2003-05-25,21.1,V,,,,
2003-05-26,20.2,V,,,,
2003-05-27,19.3,V,,,,
2003-05-28,17.9,V,,,,
2003-05-29,16.6,V,,,,
2003-05-30,15.3,V,,,,
2003-05-31,13.9,V,,,,
2003-06-01,12.8,V,,,,
2003-06-02,11.9,V,,,,
2003-06-03,10.9,V,,,,
2003-06-04,9.3,V,,,,
2003-06-05,7.3,V,,,,
2003-06-06,4.9,V,,,,
2003-06-07,1.7,V,,,,
2003-06-08,0.3,V,,,,
2003-06-09,0.1,V,,,,
2003-06-10,0.0,E,,,,
2003-06-11,0.0,E,,,,
2003-06-12,0.0,V,,,,
2003-06-13,0.0,E,,,,
2003-06-14,0.0,V,,,,
2003-06-15,0.0,V,,,,
2003-06-16,0.0,V,,,,
2003-06-17,0.0,V,,,,
2003-06-18,0.0,V,,,,
2003-06-19,0.0,E,,,,
2003-06-20,0.0,E,,,,
2003-06-21,0.0,E,,,,
2003-06-22,0.0,E,,,,
2003-06-23,0.0,V,,,,
2003-06-24,0.0,V,,,,
2003-06-25,0.0,V,,,,
2003-06-26,0.0,V,,,,
2003-06-27,0.0,E,,,,
2003-06-28,0.0,V,,,,
2003-06-29,0.0,E,,,,
2003-06-30,0.0,V,,,,
2003-07-01,0.0,V,,,,
2003-07-02,0.0,E,,,,
2003-07-03,0.0,E,,,,
2003-07-04,0.0,V,,,,
2003-07-05,0.0,E,,,,
2003-07-06,0.0,V,,,,
2003-07-07,0.0,V,,,,
2003-07-08,0.0,E,,,,
2003-07-09,0.0,E,,,,
2003-07-10,0.0,E,,,,
2003-07-11,0.0,V,,,,
2003-07-12,0.0,V,,,,
2003-07-13,0.0,V,,,,
2003-07-14,0.0,V,,,,
2003-07-15,0.0,V,,,,
2003-07-16,0.0,V,,,,
2003-07-17,0.0,E,,,,
2003-07-18,0.0,V,,,,
2003-07-19,0.0,E,,,,
2003-07-20,0.0,E,,,,
2003-07-21,0.0,E,,,,
2003-07-22,0.0,E,,,,
2003-07-23,0.0,E,,,,
2003-07-24,0.0,E,,,,
2003-07-25,0.0,V,,,,
2003-07-26,0.0,E,,,,
2003-07-27,0.0,E,,,,
2003-07-28,0.0,E,,,,
2003-07-29,0.0,E,,,,
2003-07-30,0.0,E,,,,
2003-07-31,0.0,E,,,,
2003-08-01,0.0,E,,,,
2003-08-02,0.0,E,,,,
2003-08-03,0.0,E,,,,
2003-08-04,0.0,E,,,,
2003-08-05,0.0,E,,,,
2003-08-06,0.0,E,,,,
2003-08-07,0.0,E,,,,
2003-08-08,0.0,E,,,,
2003-08-09,0.0,E,,,,
2003-08-10,0.0,E,,,,
2003-08-11,0.0,E,,,,
2003-08-12,0.0,E,,,,
2003-08-13,0.0,E,,,,
2003-08-14,0.0,E,,,,
2003-08-15,0.0,E,,,,
2003-08-16,0.0,E,,,,
2003-08-17,0.0,E,,,,
2003-08-18,0.0,E,,,,
2003-08-19,0.0,E,,,,
2003-08-20,0.0,E,,,,
2003-08-21,0.0,E,,,,
2003-08-22,0.0,E,,,,
2003-08-23,0.0,E,,,,
2003-08-24,0.0,E,,,,
2003-08-25,0.0,E,,,,
2003-08-26,0.0,E,,,,
2003-08-27,0.0,E,,,,
2003-08-28,0.0,E,,,,
2003-08-29,0.0,E,,,,
2003-08-30,0.0,E,,,,
2003-08-31,0.0,E,,,,
2003-09-01,0.0,E,,,,
2003-09-02,0.0,E,,,,
